SalePrice,LotArea,LivArea,BsmtArea,GarageCars,Bedroom,Kitchen,OverallQual,ExterQual,KitchenQual,Neighborhood,ZoneClass,BldgType,LandContour,Fireplace,CentralAir,MoSold,YrSold,Latitude,Longitude,TotalBath
216000,1630,123,38,2.0,3,1,5,TA,Gd,Edwards,RL,1Fam,Lvl,1,1,7,2007,42.0263904947335,-93.6679945855589,2
135000,892,113,98,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2006,42.0360508091402,-93.623741,1
199900,1042,175,86,2.0,4,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,7,2006,42.0579991313843,-93.64146848415,3
192500,296,144,128,2.0,2,1,7,Gd,Gd,Blmngtn,RL,TwnhsE,Lvl,1,1,5,2009,42.062415238875,-93.6417060753997,2
160000,1617,105,105,2.0,3,1,5,TA,TA,Mitchel,RL,1Fam,Low,1,1,5,2006,41.9892547937574,-93.6084036783902,2
156500,780,137,137,2.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,6,2009,42.0441184446705,-93.6186039921575,2
295493,950,151,151,3.0,3,1,8,Gd,Ex,CollgCr,RL,1Fam,Lvl,1,1,1,2009,42.0266202433455,-93.6880698973125,2
170000,1212,155,73,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,2,2006,42.0599044330645,-93.6374997282994,3
275000,1070,158,158,3.0,3,1,9,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,6,2010,42.0607318678387,-93.6527934912096,2
193000,1239,145,145,2.0,3,1,6,TA,TA,Crawfor,RL,1Fam,Lvl,1,1,5,2009,42.0131131232181,-93.6429211589446,2
205000,663,127,127,2.0,2,1,8,Gd,Gd,NridgHt,RL,TwnhsE,Lvl,1,1,4,2010,42.0582210179355,-93.6495725809748,2
174000,835,123,114,2.0,3,1,7,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,2,2007,42.0508723039167,-93.633713000615,2
208500,785,159,80,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,2,2008,42.0138185714286,-93.6867636428571,3
108000,948,62,62,1.0,2,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,8,2008,42.0337306646803,-93.6607130326408,1
95000,558,85,56,1.0,3,1,6,TA,TA,SWISU,RL,1Fam,Bnk,0,0,3,2010,42.026007,-93.6585512097175,1
138000,749,123,71,2.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,9,2008,42.0348787676662,-93.6105721747778,2
170000,1660,156,156,2.0,4,1,4,TA,Gd,Crawfor,RL,1Fam,Lvl,0,1,6,2007,42.0118165213702,-93.6449771286239,2
105000,530,115,54,1.0,3,1,6,TA,TA,SWISU,RL,1Fam,Bnk,1,1,3,2009,42.0190854081633,-93.6467468163265,2
87000,892,165,102,3.0,4,2,4,TA,TA,OldTown,RM,1Fam,Lvl,0,0,5,2006,42.0280869795918,-93.6168525918367,2
165000,295,111,56,2.0,2,1,6,Gd,Gd,Somerst,FV,TwnhsE,Lvl,0,1,5,2008,42.0475672655507,-93.6449268075178,3
139500,557,135,68,1.0,4,1,6,Gd,Gd,OldTown,RM,1Fam,Lvl,0,1,6,2008,42.0314626122449,-93.6171457959184,2
126000,941,161,0,2.0,4,2,5,TA,Gd,Mitchel,RL,Duplex,Lvl,0,1,8,2009,41.9969119369298,-93.604379232576,2
225000,1449,212,121,2.0,3,1,7,Gd,TA,ClearCr,RL,1Fam,Lvl,1,1,7,2006,42.032661,-93.662202,2
226500,1178,157,156,2.0,2,1,7,Gd,Ex,NWAmes,RL,1Fam,Lvl,1,1,6,2008,42.0543055102938,-93.638889258443,2
111750,156,121,59,1.0,3,1,5,TA,TA,BrDale,RM,Twnhs,Lvl,0,1,12,2008,42.0516544080724,-93.6295730865363,3
97500,544,173,95,0.0,6,1,7,TA,TA,OldTown,RM,2fmCon,Bnk,0,0,5,2009,42.0258942570044,-93.6208938619125,3
143000,539,125,125,2.0,3,1,5,TA,Gd,OldTown,RM,1Fam,Bnk,0,1,6,2010,42.0302830175396,-93.6173224500215,1
240000,686,137,132,2.0,2,1,8,TA,TA,StoneBr,RL,1Fam,Lvl,0,1,7,2009,42.0615217362442,-93.6332475847086,2
113700,191,113,62,1.0,4,1,6,TA,Ex,BrDale,RM,Twnhs,Lvl,0,1,12,2007,42.052546685824,-93.6275963517249,2
263400,1151,201,77,2.0,3,1,7,TA,Gd,Crawfor,RL,1Fam,Bnk,1,1,4,2008,42.0145320598684,-93.6429623756166,3
145400,650,119,80,2.0,3,1,6,TA,TA,IDOTRR,RM,1Fam,Lvl,0,1,5,2006,42.0226158163265,-93.6284429183673,1
306000,1330,217,115,3.0,4,1,8,Gd,Gd,NWAmes,RL,1Fam,Lvl,1,1,6,2008,42.051158,-93.630396,3
274000,1178,141,141,2.0,1,1,8,Ex,Ex,NridgHt,RL,TwnhsE,Lvl,1,1,4,2008,42.0570065345578,-93.6539181101987,2
325000,1224,153,153,2.0,2,1,9,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,11,2009,42.0614518692565,-93.656100685928,2
178000,728,146,74,2.0,3,1,6,Gd,TA,Gilbert,RL,1Fam,Lvl,1,1,5,2009,42.0583668204404,-93.6369895927916,3
162500,810,101,90,2.0,3,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,1,2007,42.04857355,-93.6334836668575,1
103200,511,82,82,0.0,1,1,4,TA,TA,OldTown,RL,1Fam,Lvl,0,1,4,2007,42.0382136276055,-93.6127342908086,1
205000,974,182,75,2.0,4,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,9,2008,42.0500165211381,-93.6343296797728,3
96900,707,128,69,1.0,2,1,3,TA,TA,OldTown,RM,1Fam,Lvl,0,1,3,2006,42.0303705306122,-93.6139457755102,1
110000,682,80,80,1.0,2,1,4,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2007,42.0535883699331,-93.6280245669179,1
128000,922,99,98,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,2,2010,42.0359762080537,-93.6247897651007,1
350000,970,196,196,3.0,2,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,8,2008,42.0515895871855,-93.6540654001171,3
178000,723,139,139,2.0,3,1,6,Gd,TA,Timber,RL,1Fam,Lvl,1,1,11,2007,41.9971878379605,-93.6466065709305,2
316000,982,217,107,3.0,4,1,8,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,7,2008,42.0615416,-93.6387864,3
194500,679,114,114,2.0,2,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,2,2009,42.024481,-93.6894397859007,2
173000,1418,156,132,1.0,3,1,5,TA,TA,ClearCr,RL,1Fam,Lvl,1,1,5,2010,42.0323944097826,-93.655724847804,2
210000,785,133,133,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,4,2008,42.0136838484848,-93.6846206464646,2
205000,675,144,88,2.0,3,1,7,Gd,Ex,BrkSide,RL,1Fam,Lvl,0,0,10,2009,42.0325171242807,-93.6287563856447,3
163500,818,111,109,2.0,3,1,7,TA,TA,NAmes,RL,1Fam,Lvl,1,1,10,2007,42.0392109,-93.6294784,2
105900,792,67,58,2.0,2,1,6,TA,TA,OldTown,RM,1Fam,Lvl,0,1,5,2010,42.0304250439126,-93.6068274368959,1
94750,1015,89,89,1.0,3,1,4,TA,TA,Edwards,RL,1Fam,HLS,0,1,5,2007,42.0210822653061,-93.6714896326531,1
170000,860,108,108,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,0,1,3,2008,42.0372042265264,-93.6912088227368,2
84500,630,70,48,0.0,2,1,6,TA,TA,IDOTRR,RM,2fmCon,Lvl,0,0,6,2006,,,1
215000,1909,194,73,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,11,2008,42.0548483711748,-93.6394146812147,3
185088,797,161,79,2.0,3,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,4,2010,42.0611745048947,-93.6424864254284,3
236000,817,210,88,2.0,4,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,4,2009,42.0586461443751,-93.642664874927,3
108500,417,119,62,1.0,2,1,5,TA,TA,SWISU,RL,2fmCon,Lvl,0,0,7,2007,42.02789,-93.6568257772297,1
129400,557,143,53,0.0,3,1,5,Gd,Gd,OldTown,RM,1Fam,Lvl,0,1,2,2008,42.0271465629733,-93.6170426447857,2
172500,1533,123,114,2.0,3,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,5,2009,42.0439277535312,-93.6275904327221,2
110000,906,91,91,1.0,2,1,5,TA,Fa,OldTown,RM,1Fam,Lvl,0,1,6,2008,42.0271254698014,-93.605942312012,1
175900,673,118,118,2.0,2,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,7,2007,42.0244814147839,-93.6893889138001,2
213250,942,156,153,2.0,3,1,7,Gd,Gd,NWAmes,RL,1Fam,Lvl,1,1,6,2009,42.0436540314258,-93.6326868939206,2
204000,680,126,124,2.0,3,1,7,Gd,Gd,Somerst,FV,1Fam,Lvl,0,1,12,2007,42.0461535588815,-93.6401203686493,2
209000,847,139,139,2.0,3,1,8,Gd,Gd,Mitchel,RL,1Fam,Lvl,0,1,5,2006,41.995862,-93.60378,2
218500,971,170,170,2.0,4,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,5,2010,42.0463123234812,-93.6331644718097,2
163000,1068,97,97,2.0,3,1,6,Fa,TA,NAmes,RL,1Fam,Lvl,1,1,5,2009,42.0403115874038,-93.6104114967802,1
102900,886,112,0,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,8,2009,42.0347893409356,-93.6186408896836,2
175000,920,157,156,2.0,2,1,6,Gd,TA,NAmes,RL,1Fam,Lvl,0,1,4,2009,42.0361879018076,-93.625649547915,1
128000,1598,85,85,1.0,2,1,4,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2007,42.0565515118262,-93.625252828747,1
107900,557,84,84,1.0,2,1,4,TA,TA,OldTown,RM,1Fam,Lvl,0,1,8,2008,42.0324290816327,-93.6076953877551,1
280000,6574,142,142,2.0,2,1,7,TA,Gd,ClearCr,RL,1Fam,Low,1,1,12,2006,42.0245205091007,-93.6840621935039,2
191000,1071,237,55,2.0,3,1,6,TA,TA,Crawfor,RL,1Fam,Bnk,1,1,9,2008,42.0177465714286,-93.6464752857143,2
139400,859,98,98,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2007,42.0421544693878,-93.6163385102041,1
155000,879,132,86,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,9,2007,42.0534156445612,-93.6293157513915,1
178750,732,144,64,2.0,3,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,0,1,8,2007,42.0591404776056,-93.6381181110075,3
260000,2192,142,124,2.0,0,1,7,Gd,Gd,ClearCr,RL,1Fam,Low,1,1,4,2010,42.0265620957282,-93.6690269909767,1
170000,360,114,114,2.0,1,1,8,Gd,Gd,Greens,RL,Twnhs,Lvl,1,1,7,2006,42.0434632134839,-93.6491691089387,1
126000,815,92,92,1.0,3,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,4,2007,42.0213336540556,-93.6922392852352,1
161000,959,203,106,2.0,3,1,6,TA,TA,IDOTRR,RM,1Fam,Lvl,1,1,5,2007,42.0239428367347,-93.6271189591837,2
79000,465,134,50,1.0,3,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,0,4,2006,42.0293332857143,-93.615331,1
183200,730,140,73,2.0,3,1,6,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,6,2006,42.0603910553578,-93.6426143572054,3
250000,987,182,95,3.0,3,1,7,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,7,2008,42.0522658651538,-93.6405050267299,3
176000,746,135,68,2.0,3,1,6,TA,Gd,Gilbert,RL,1Fam,Lvl,0,1,7,2008,42.0611034284759,-93.641526,3
370000,1528,250,164,3.0,4,1,8,Gd,Gd,NridgHt,RL,1Fam,Lvl,1,1,7,2008,42.0586643265306,-93.6550911020408,3
134500,613,79,79,1.0,3,1,5,TA,Gd,Mitchel,RL,1Fam,Lvl,0,1,7,2008,41.987240845076,-93.6039237857972,1
128000,572,127,57,2.0,3,1,6,TA,TA,BrkSide,RM,1Fam,Lvl,0,1,6,2008,42.0311851190895,-93.6238653668887,2
135000,1022,109,101,2.0,3,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,6,2007,41.9898999281551,-93.605575322611,2
245000,849,133,132,2.0,3,1,8,Gd,Gd,Somerst,RL,1Fam,Lvl,1,1,9,2009,42.0532160282366,-93.642499162315,2
131500,412,79,79,2.0,1,1,6,Gd,Gd,CollgCr,RM,TwnhsE,Lvl,0,1,11,2007,42.016284955991,-93.6811303745075,1
110000,1260,129,129,2.0,2,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,7,2009,42.045909282865,-93.6142550156629,1
115000,664,143,111,1.0,4,1,4,TA,Fa,NAmes,RL,1Fam,Lvl,0,1,8,2007,42.038378,-93.6126199019608,1
169000,1371,216,0,2.0,2,1,5,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,5,2006,42.0592663070286,-93.6221708390411,2
127000,697,122,73,2.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,10,2006,42.0347257622268,-93.6172178504801,2
58500,763,80,80,1.0,2,1,3,TA,TA,Edwards,RL,1Fam,Lvl,0,0,6,2010,42.0220823214683,-93.6569051162455,1
85000,860,70,61,2.0,2,1,4,TA,TA,Sawyer,RL,1Fam,Lvl,0,0,6,2010,42.0337627180341,-93.6636550784462,1
165000,418,114,114,2.0,2,1,6,TA,TA,Mitchel,RM,TwnhsE,Lvl,0,1,6,2009,41.9920911280019,-93.608182471084,2
106250,1003,120,0,0.0,3,2,4,TA,TA,OldTown,RL,2fmCon,Lvl,0,0,8,2008,42.035201030303,-93.6122214747475,2
184000,725,157,83,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,0,1,4,2006,42.0363271393395,-93.6912242746472,3
119000,641,116,77,1.0,3,1,6,TA,Fa,OldTown,RM,1Fam,Lvl,0,1,1,2010,42.030223845509,-93.6099841981498,1
275000,1456,187,187,3.0,2,1,8,Gd,Gd,Veenker,RL,1Fam,Low,1,1,4,2009,42.0372835585816,-93.6601684830203,2
128500,924,92,92,2.0,3,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,10,2007,42.0347575024348,-93.6734832633402,1
229800,803,130,130,2.0,3,1,7,Gd,Gd,Somerst,FV,1Fam,Lvl,0,1,5,2009,42.0516420886084,-93.6504410690811,2
373000,1652,232,229,2.0,2,1,8,Gd,Gd,Veenker,RL,1Fam,Lvl,1,1,3,2007,42.0369902701381,-93.6581907482429,2
159900,980,107,107,1.0,2,2,5,TA,TA,Edwards,RL,Duplex,Lvl,0,1,7,2009,42.02792105,-93.6578616509478,2
139000,946,97,85,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,1,1,6,2008,42.0401413733619,-93.6105051666287,2
130500,613,76,76,1.0,3,1,5,Gd,Gd,Mitchel,RL,1Fam,Lvl,1,1,10,2008,41.9878999661372,-93.6039416932876,1
212000,475,123,122,2.0,1,1,8,Gd,Gd,StoneBr,RL,TwnhsE,HLS,1,1,8,2007,42.0598335,-93.6383982,1
139000,760,98,98,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,8,2007,42.0439795829065,-93.6176282356832,1
225000,1000,184,91,2.0,3,1,7,Gd,Gd,Gilbert,RL,1Fam,Lvl,1,1,5,2009,42.0581905913436,-93.6393639471586,3
210000,812,152,99,2.0,3,1,6,TA,TA,BrkSide,RL,1Fam,Bnk,1,1,5,2007,42.0314201669798,-93.6276203273121,2
117500,845,86,86,1.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,7,2009,42.0466170606061,-93.6245787272727,1
188900,978,173,88,2.0,4,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,7,2006,42.0523811942555,-93.6344343703506,3
199500,1145,149,59,3.0,3,1,7,TA,Gd,Crawfor,RL,1Fam,HLS,1,1,5,2006,42.015989,-93.641698,2
213500,457,124,124,2.0,2,1,8,Gd,Gd,StoneBr,RL,TwnhsE,Lvl,0,1,4,2010,42.0631418390162,-93.6335953177344,2
260000,920,246,125,3.0,4,1,7,Gd,Gd,NoRidge,RL,1Fam,Low,1,1,4,2009,42.0497103843687,-93.6541266841684,3
289000,1449,167,139,2.0,1,1,7,TA,TA,Crawfor,RL,1Fam,Lvl,1,1,3,2010,42.0107735797221,-93.6413159030044,2
206000,628,112,110,2.0,2,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,2,2010,42.0246359793296,-93.6905121325871,2
174850,905,160,124,2.0,4,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,4,2007,42.0440105712221,-93.6124767643541,1
136000,836,166,83,0.0,4,2,5,TA,TA,NAmes,RL,Duplex,Lvl,0,1,9,2009,42.0565374339175,-93.6261597820589,4
475000,2132,335,103,3.0,4,1,10,Gd,Ex,OldTown,RM,1Fam,Lvl,1,1,6,2006,42.0295308954733,-93.6104110334894,3
197000,1076,160,50,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,11,2007,42.0523089122682,-93.6384883030068,3
137500,766,90,90,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,1,1,2,2007,42.0446775630304,-93.6212057202052,1
165000,1045,112,112,2.0,3,1,6,Gd,TA,Veenker,RL,1Fam,Lvl,1,1,6,2006,42.0437690642413,-93.6462976040615,2
130000,4041,189,0,4.0,2,1,3,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,6,2007,41.9932521841163,-93.6100824671055,1
255000,1056,185,99,2.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,11,2006,42.0182835255193,-93.687663321255,3
109500,669,97,0,2.0,2,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2006,42.0360921111111,-93.6088688888889,1
122600,853,123,72,2.0,3,1,5,TA,TA,OldTown,RM,1Fam,Lvl,0,1,7,2008,,,1
105000,669,80,54,1.0,2,1,4,TA,TA,OldTown,RM,1Fam,Lvl,0,1,8,2006,42.0331579142283,-93.6142663963552,1
89000,491,126,16,1.0,2,1,4,TA,TA,IDOTRR,C (all),1Fam,Lvl,0,0,7,2008,42.0211214494888,-93.6154598579826,1
129000,917,89,89,2.0,3,1,4,TA,TA,BrkSide,RL,2fmCon,Lvl,0,0,5,2006,42.028567,-93.625286736037,1
149000,1044,93,93,2.0,2,1,6,TA,TA,NAmes,RL,1Fam,Lvl,1,1,3,2010,42.0551496086957,-93.6261934347826,1
182900,1166,134,134,2.0,3,1,6,Gd,Gd,NWAmes,RL,1Fam,Lvl,1,1,4,2007,42.054417,-93.638063,2
112000,816,77,77,0.0,3,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,3,2009,41.9882292507546,-93.6040358307396,1
144750,703,168,72,2.0,4,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,3,2009,42.0370027575758,-93.6050291010101,2
122000,843,80,80,1.0,2,1,5,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,7,2009,42.0353791455836,-93.6757548667456,1
372000,1265,167,167,3.0,3,1,9,Ex,Ex,NridgHt,RL,1Fam,HLS,1,1,6,2007,42.0612827983453,-93.6561013050686,3
312500,782,219,113,2.0,3,1,8,Gd,Gd,Somerst,FV,1Fam,Lvl,1,1,6,2007,42.0463801118812,-93.6437679933986,3
175000,770,161,78,2.0,3,1,7,Gd,Gd,SawyerW,RL,1Fam,Lvl,0,1,5,2008,42.0346565583363,-93.6878561976628,3
241500,966,174,171,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,6,2006,42.0532628010072,-93.6357421144631,2
155000,945,146,20,2.0,2,1,6,TA,Gd,NAmes,RL,1Fam,Lvl,1,1,6,2006,42.0384756868687,-93.6170352626263,2
131000,637,94,94,1.0,3,1,5,TA,Fa,NAmes,RL,1Fam,Lvl,0,1,12,2007,42.0430122,-93.6197207,1
117500,920,205,94,1.0,5,1,6,TA,Fa,OldTown,RM,1Fam,Lvl,0,1,5,2007,42.0281496326531,-93.6170736530612,2
173000,1082,132,65,2.0,3,1,6,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,7,2009,42.0232258663104,-93.6891174314398,3
350000,931,253,125,3.0,4,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,6,2006,42.0517700821131,-93.6540462308774,3
200000,628,120,119,2.0,2,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,5,2009,42.0246329110868,-93.6906648457674,2
128000,458,89,100,2.0,2,1,6,TA,TA,NPkVill,RL,TwnhsE,Lvl,1,1,2,2007,42.0502551600446,-93.6272773880511,2
113000,176,113,62,1.0,3,1,6,TA,TA,BrDale,RM,Twnhs,Lvl,0,1,5,2007,42.0526106085482,-93.6287658945054,2
159000,1032,90,81,2.0,2,1,5,TA,TA,CollgCr,RL,1Fam,Lvl,0,1,7,2010,42.0213306643737,-93.69204514277,1
117250,748,85,85,0.0,2,1,6,TA,Gd,Edwards,RL,1Fam,Lvl,0,1,4,2006,42.0210608979592,-93.6712684489796,1
203000,998,134,133,2.0,3,1,7,Gd,Gd,CollgCr,RL,1Fam,Lvl,0,1,4,2009,42.0161227915629,-93.6916709610446,2
175000,931,122,59,2.0,3,1,6,TA,Gd,CollgCr,RL,1Fam,Lvl,0,1,5,2007,42.021083985199,-93.6904733055512,3
141000,697,100,100,0.0,3,1,7,TA,Gd,SawyerW,RL,1Fam,Lvl,0,1,4,2008,42.0377969413055,-93.6922005466507,1
116000,959,130,65,1.0,3,1,6,TA,TA,IDOTRR,RM,2fmCon,Bnk,0,1,2,2009,42.0229577959184,-93.6241820612245,2
154000,942,128,128,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2009,42.0401894517405,-93.6078524234891,2
149700,688,115,85,2.0,2,1,6,TA,TA,OldTown,RM,1Fam,Lvl,0,1,4,2010,42.0300528163265,-93.608533755102,1
244000,1268,207,207,2.0,3,1,7,TA,TA,NAmes,RL,1Fam,Lvl,1,1,2,2007,42.049566067368,-93.6172370489895,2
128600,750,145,145,2.0,4,2,5,TA,TA,NAmes,RL,Duplex,Lvl,0,1,12,2007,42.0408823061224,-93.6184410408163,2
91500,705,135,75,1.0,4,1,5,TA,TA,Edwards,RL,1Fam,Lvl,1,1,8,2006,42.0228343980415,-93.6593865147943,1
202000,909,165,76,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,Lvl,1,1,5,2006,42.0614405664582,-93.6356765293179,3
147000,1115,104,86,2.0,2,1,5,TA,Gd,OldTown,RM,1Fam,Lvl,0,1,5,2008,42.0336285306122,-93.6088390204082,1
133000,882,147,75,1.0,3,1,6,TA,Fa,NAmes,RL,1Fam,Lvl,1,1,8,2006,42.0349225079849,-93.620540712511,1
266000,822,156,156,2.0,2,1,9,Ex,Ex,NridgHt,RL,TwnhsE,Lvl,1,1,7,2008,42.0570328115709,-93.6533918818711,2
126500,945,81,80,1.0,3,1,5,TA,TA,Mitchel,RL,1Fam,Lvl,0,1,10,2006,41.992981774937,-93.604281376353,1
134450,930,115,99,1.0,2,1,5,TA,Gd,NAmes,RL,1Fam,Lvl,1,1,5,2006,42.0428935493853,-93.6126412157768,1
212300,909,181,91,1.0,4,1,7,TA,Gd,IDOTRR,RM,1Fam,Lvl,1,1,4,2007,,,2
129000,780,85,76,1.0,3,1,6,TA,TA,Sawyer,RL,1Fam,Lvl,0,1,5,2007,42.0320910841454,-93.6777200140781,1
350000,1085,186,184,3.0,2,1,8,Gd,Gd,NoRidge,RL,1Fam,Lvl,1,1,7,2008,42.0518877100355,-93.6513635507571,2
237000,1082,139,139,3.0,3,1,8,Gd,Gd,CollgCr,RL,1Fam,Lvl,1,1,3,2009,42.0237944330265,-93.6891264451161,2
109000,941,96,68,1.0,2,1,5,TA,TA,OldTown,RL,1Fam,Lvl,0,1,7,2007,42.0373326326531,-93.6154486938776,1
170000,1208,113,151,2.0,2,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,9,2007,42.0507044,-93.6352344,2
128000,557,114,56,1.0,3,1,6,TA,TA,BrkSide,RM,1Fam,Lvl,1,1,2,2007,42.0336703673469,-93.6234912857143,2
140500,906,151,151,2.0,4,2,5,TA,TA,NWAmes,RL,Duplex,Lvl,0,1,8,2008,42.0426828579844,-93.6319769979486,2
115000,832,96,94,2.0,2,1,5,TA,TA,OldTown,RM,1Fam,Lvl,1,1,3,2010,42.0314751632653,-93.6202084693878,1
106500,142,92,49,1.0,2,1,4,TA,TA,MeadowV,RM,Twnhs,Lvl,0,1,7,2007,41.9925693,-93.6021357,1
200000,1015,155,133,2.0,3,1,6,TA,TA,NWAmes,RL,1Fam,Lvl,1,1,8,2009,42.052397,-93.637584,2
136500,412,79,79,2.0,1,1,6,Gd,Gd,CollgCr,RM,TwnhsE,Lvl,0,1,3,2008,42.0162847004899,-93.6811505463209,1
145250,1078,128,128,1.0,3,1,6,TA,TA,NAmes,RL,1Fam,Lvl,0,1,4,2006,42.0449319378032,-93.6126021045265,2
226750,764,176,91,2.0,3,1,7,Gd,TA,Gilbert,RL,1Fam,Lvl,1,1,7,2008,42.0585781925308,-93.6423659732369,3
151000,181,145,67,2.0,3,1,6,TA,TA,Blueste,RM,Twnhs,Lvl,1,1,7,2008,,,3
275000,1189,153,141,2.0,2,1,7,Gd,Gd,SawyerW,RL,1Fam,Low,1,1,8,2009,42.0295809106271,-93.6852063417458,2
123000,702,80,80,2.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,5,2008,42.0544419387755,-93.6301746122449,1
140000,892,108,108,2.0,3,1,7,TA,TA,NWAmes,RL,1Fam,Lvl,0,1,7,2006,42.044521714425,-93.6330337420966,2
157000,929,109,109,2.0,3,1,5,TA,Gd,NWAmes,RL,1Fam,Lvl,1,1,11,2008,42.0496001049949,-93.6313761517771,2
120000,959,122,82,2.0,2,1,5,TA,TA,IDOTRR,RM,1Fam,Lvl,0,1,4,2008,42.0251161212121,-93.6261432020202,2
112000,1093,125,52,1.0,2,1,4,TA,TA,Edwards,RL,1Fam,Lvl,0,0,5,2007,42.0195698093259,-93.6646309101988,2
275500,951,195,96,3.0,3,1,8,Gd,Ex,NridgHt,RL,1Fam,Lvl,1,1,3,2006,42.0607463893684,-93.6526845797367,3
147500,1128,141,85,1.0,3,1,4,TA,Gd,NAmes,RL,1Fam,Lvl,0,1,9,2006,42.0361842424242,-93.6090905757576,2
202500,1314,151,112,2.0,3,1,7,Gd,Gd,NWAmes,RL,1Fam,Lvl,0,1,5,2006,42.0555146716524,-93.638062,2
122500,1012,90,90,1.0,3,1,5,TA,TA,NAmes,RL,1Fam,Lvl,0,1,6,2010,42.0413447811118,-93.617056876761,1
147500,1446,117,63,2.0,3,1,6,TA,TA,Crawfor,RL,1Fam,Lvl,0,1,1,2008,42.017787755102,-93.6462541632653,1
152500,1670,108,103,1.0,3,1,5,TA,Gd,Mitchel,RL,1Fam,Lvl,0,1,2,2008,41.9933117878788,-93.6013863939394,1
185000,1041,140,75,2.0,3,1,6,TA,TA,Gilbert,RL,1Fam,HLS,1,1,6,2006,42.0607983,-93.6364315,3
241500,379,139,119,2.0,2,1,7,Gd,Gd,Timber,RL,TwnhsE,Lvl,1,1,7,2008,42.0045186106386,-93.6398796946807,2
