"SalePrice","LotArea","LivArea","BsmtArea","GarageCars","Bedroom","Kitchen","OverallQual","ExterQual","KitchenQual","Neighborhood","ZoneClass","BldgType","LandContour","Fireplace","CentralAir","MoSold","YrSold","TotalBath"
303477,840,237,108,2,4,1,8,"Gd","Ex","Somerst","FV","1Fam","Lvl",1,1,8,2007,3
132250,2347,97,97,2,3,1,4,"TA","TA","Mitchel","RL","1Fam","HLS",0,1,1,2007,1
350000,818,205,140,3,4,1,9,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,6,2009,3
148000,1098,108,108,2,3,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl",0,1,6,2010,1
136500,646,75,75,1,3,1,5,"Gd","TA","CollgCr","RL","1Fam","Lvl",0,1,7,2009,1
157000,657,97,97,2,2,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,6,2007,2
187500,1281,161,108,2,3,1,7,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,4,2007,3
178000,893,151,75,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,12,2009,3
118500,581,205,75,1,5,1,4,"Gd","TA","SWISU","RL","1Fam","Bnk",0,0,3,2006,1
1e+05,667,86,86,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2009,1
328900,474,161,151,2,2,1,9,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",1,1,1,2008,2
145000,775,161,151,2,4,2,5,"TA","TA","NAmes","RL","Duplex","Lvl",0,1,6,2006,2
135500,1528,129,75,1,3,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,4,2008,2
268000,1475,205,205,2,4,1,8,"Gd","Gd","NAmes","RL","1Fam","Lvl",1,1,10,2007,2
149500,1130,140,140,2,2,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,2,2009,1
122900,753,86,65,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2007,1
172500,1044,151,75,2,3,1,6,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,7,2009,3
154500,786,97,97,1,3,1,6,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,2,2006,1
165000,1238,129,65,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,6,2008,1
118858,657,140,0,2,4,2,5,"TA","TA","SawyerW","RL","Duplex","Bnk",0,1,6,2009,2
140000,657,172,75,2,4,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,10,2008,2
106500,818,86,86,1,2,1,4,"TA","TA","IDOTRR","RM","1Fam","Lvl",0,0,4,2006,1
142953,657,205,0,1,6,2,5,"TA","TA","SawyerW","RL","Duplex","Lvl",0,1,6,2009,2
611657,1195,215,215,3,2,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,3,2010,3
135000,646,118,86,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,6,2006,1
110000,678,75,75,1,2,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2007,1
153000,807,118,97,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2009,1
180000,732,140,75,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,7,2006,3
240000,1378,151,151,3,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","HLS",1,1,8,2006,2
125500,570,86,86,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,8,2007,1
128000,926,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,2,2010,1
255000,1259,151,151,3,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,6,2007,2
250000,1066,194,97,1,3,1,7,"Gd","Gd","Crawfor","RL","1Fam","Lvl",1,1,6,2006,2
131000,829,86,75,2,2,1,5,"TA","TA","Mitchel","RL","1Fam","Low",0,1,6,2006,1
174000,1173,140,65,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,6,2009,3
154300,1076,215,108,2,5,2,5,"TA","TA","NAmes","RL","Duplex","Lvl",0,1,1,2010,2
143500,861,118,118,1,3,1,5,"TA","Gd","CollgCr","RL","1Fam","Lvl",0,1,10,2009,2
88000,570,97,75,1,3,1,5,"TA","TA","BrkSide","RM","1Fam","Lvl",0,0,7,2006,1
145000,581,183,97,3,4,2,5,"TA","TA","Crawfor","RH","Duplex","HLS",0,0,8,2007,2
173733,280,118,54,2,2,1,6,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",0,1,6,2009,3
75000,183,97,54,1,3,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",0,1,1,2007,2
35311,840,43,43,1,1,1,2,"TA","TA","IDOTRR","C (all)","1Fam","Lvl",0,0,10,2006,0
135000,1593,118,108,1,3,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,4,2009,1
238000,1216,194,108,3,4,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl",1,1,11,2007,3
176500,1023,129,108,2,3,1,6,"Ex","TA","NAmes","RL","1Fam","Lvl",1,1,5,2008,1
201000,786,161,86,2,3,1,6,"Gd","Gd","SawyerW","RL","1Fam","Lvl",0,1,7,2007,3
145900,818,205,43,0,4,2,5,"TA","TA","Edwards","RL","Duplex","Lvl",0,1,9,2008,4
169990,947,118,0,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,10,2006,2
193000,743,151,151,2,2,1,6,"Gd","Gd","SawyerW","RL","TwnhsE","Lvl",1,1,7,2008,2
207500,947,161,161,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,5,2006,2
175000,1453,108,108,2,3,1,5,"TA","Ex","NWAmes","RL","1Fam","Lvl",0,1,3,2008,2
285000,1119,226,108,3,4,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,5,2007,3
176000,915,183,75,2,4,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,4,2008,3
236500,1098,161,161,2,3,1,8,"Gd","Ex","CollgCr","RL","1Fam","Lvl",1,1,6,2009,2
222000,1206,205,86,2,4,1,7,"TA","Gd","Gilbert","RL","1Fam","Lvl",1,1,11,2006,3
201000,829,140,140,3,3,1,8,"Gd","Gd","Timber","RL","1Fam","HLS",0,1,7,2009,2
117500,850,86,86,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2009,1
320000,1087,172,172,3,3,1,9,"Ex","Ex","Somerst","RL","1Fam","Lvl",1,1,3,2007,2
190000,786,140,140,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,8,2009,2
242000,2573,194,54,2,4,1,7,"TA","Gd","NAmes","RL","1Fam","HLS",1,1,11,2008,2
79900,538,65,54,2,1,1,4,"TA","TA","BrkSide","RL","1Fam","Lvl",0,1,6,2006,1
184900,936,108,108,2,2,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl",0,1,8,2009,2
253000,904,183,108,2,3,1,7,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,2,2009,3
239799,818,183,129,3,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,8,2006,3
244400,2239,226,97,1,4,1,7,"TA","TA","ClearCr","RL","1Fam","Lvl",1,1,6,2010,2
150900,1173,161,161,2,4,2,6,"TA","TA","Mitchel","RL","Duplex","Lvl",0,1,7,2006,2
214000,818,194,97,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,6,2009,3
150000,721,129,129,0,4,2,4,"TA","TA","Edwards","RL","Duplex","Lvl",0,1,8,2007,2
143000,2325,151,151,2,4,2,5,"TA","TA","Mitchel","RL","Duplex","Low",0,1,6,2007,2
137500,1335,129,75,2,3,1,6,"TA","Gd","Timber","RL","1Fam","Lvl",1,1,1,2009,1
124900,818,172,97,2,2,1,5,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,9,2009,1
143000,753,108,108,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2006,1
270000,1345,151,151,3,3,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,11,2007,2
192500,1302,161,86,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,2,2006,3
197500,872,129,108,2,3,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,3,2010,2
129000,667,75,75,2,3,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
119900,721,86,75,1,3,1,5,"TA","TA","SawyerW","RH","1Fam","Lvl",0,1,7,2006,1
133900,667,75,86,1,2,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,4,2009,1
172000,1033,183,75,2,4,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",1,1,9,2008,3
127500,872,86,86,0,4,0,6,"TA","TA","Edwards","RL","Duplex","Lvl",0,1,10,2006,2
145000,667,183,86,2,4,2,6,"TA","TA","Crawfor","RH","Duplex","HLS",0,0,8,2007,2
124000,118,118,54,2,2,1,6,"TA","TA","Blueste","RM","TwnhsE","Lvl",1,1,5,2009,2
132000,689,97,97,2,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,4,2007,1
185000,786,129,129,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,10,2007,2
155000,237,129,65,2,3,1,7,"Gd","Gd","Somerst","FV","Twnhs","Lvl",0,1,5,2010,3
116500,667,75,75,0,2,1,5,"TA","TA","BrkSide","RL","1Fam","Lvl",0,1,2,2010,1
272000,1141,269,129,2,4,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,7,2008,3
155000,215,140,75,2,3,1,6,"TA","Gd","NPkVill","RL","TwnhsE","Lvl",1,1,7,2007,3
239000,1109,172,172,2,2,1,9,"Gd","Ex","CollgCr","RL","1Fam","Lvl",0,1,5,2009,2
214900,1055,172,75,2,4,1,7,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,2,2010,3
178900,947,140,75,2,3,1,6,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,7,2007,3
160000,893,118,65,1,2,1,5,"Gd","TA","Crawfor","RL","1Fam","HLS",1,1,6,2009,2
135000,689,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2008,1
37900,549,86,54,0,2,1,3,"TA","TA","OldTown","RM","1Fam","Lvl",0,0,5,2009,1
140000,969,97,54,1,2,1,6,"TA","TA","NAmes","RL","2fmCon","Lvl",0,1,3,2006,1
135000,1001,108,54,0,4,1,4,"TA","TA","NAmes","RL","1Fam","Lvl",0,0,12,2006,2
173000,215,151,75,2,2,1,7,"Gd","Gd","NridgHt","RL","Twnhs","Lvl",0,1,7,2009,2
99500,732,86,86,1,2,1,6,"TA","TA","SawyerW","RL","TwnhsE","Lvl",1,1,4,2010,2
182000,1076,129,129,2,3,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,12,2008,2
167500,1055,183,65,2,3,1,7,"TA","Gd","BrkSide","RL","1Fam","Lvl",0,0,10,2009,1
165000,248,129,65,2,3,1,7,"Gd","Gd","Somerst","FV","Twnhs","Lvl",0,1,4,2006,3
85500,549,86,43,0,2,1,4,"TA","Fa","BrkSide","RL","1Fam","Bnk",0,1,8,2006,1
199900,398,118,118,2,1,1,7,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",0,1,11,2007,2
110000,883,86,86,2,3,1,4,"TA","TA","Edwards","RL","1Fam","Bnk",0,1,5,2007,1
139000,818,108,108,2,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,6,2009,1
178400,1130,97,86,2,3,1,7,"Ex","Ex","NAmes","RL","1Fam","Lvl",0,1,7,2008,1
336000,1130,248,118,3,4,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,7,2009,3
159895,291,118,118,2,2,1,7,"Gd","Gd","Blmngtn","RL","1Fam","Lvl",1,1,3,2008,2
255900,1044,215,108,2,4,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,5,2008,3
126000,936,161,0,2,4,2,5,"TA","Gd","Mitchel","RL","Duplex","Lvl",0,1,8,2009,2
125000,1012,108,108,1,3,1,5,"TA","TA","Edwards","RL","2fmCon","Lvl",0,0,8,2008,1
117000,495,151,43,1,2,1,6,"TA","Gd","OldTown","RM","1Fam","Lvl",0,1,6,2006,1
395192,947,183,183,3,3,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,4,2010,3
195000,1119,194,75,2,4,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl",1,1,6,2007,3
197000,753,151,75,2,3,1,7,"Gd","Gd","Somerst","FV","1Fam","Lvl",0,1,8,2006,3
348000,883,226,129,3,3,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,6,2006,3
168000,1647,161,86,2,4,1,8,"Gd","Gd","OldTown","RM","1Fam","Lvl",1,1,11,2009,2
187000,904,172,75,2,3,1,6,"TA","Gd","NAmes","RL","1Fam","Lvl",1,1,7,2007,3
173900,818,140,75,2,3,1,6,"TA","Gd","CollgCr","RL","1Fam","Lvl",0,1,8,2006,3
337500,1152,161,161,3,3,1,10,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,7,2009,2
121600,441,118,65,1,3,1,4,"TA","TA","BrkSide","RL","1Fam","Lvl",0,1,8,2006,2
136500,990,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,1,2006,1
185000,1087,129,129,2,2,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,2,2009,2
91000,904,97,97,1,3,1,3,"TA","TA","IDOTRR","RM","1Fam","Lvl",1,0,5,2006,1
206000,624,108,108,2,2,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,2,2010,2
82000,947,86,0,2,2,1,3,"TA","Fa","Edwards","RL","1Fam","Lvl",0,0,7,2009,1
86000,506,65,65,1,2,1,5,"TA","Ex","OldTown","RL","1Fam","Lvl",0,1,1,2007,1
232000,1109,151,151,3,3,1,8,"Gd","Gd","Somerst","RL","1Fam","Lvl",1,1,7,2008,2
136905,1066,151,151,2,4,2,5,"TA","TA","NWAmes","RL","Duplex","Lvl",0,1,6,2007,2
181000,291,140,129,2,1,1,7,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl",1,1,5,2009,2
149900,775,97,97,1,3,1,5,"Gd","TA","CollgCr","RL","1Fam","Lvl",0,1,11,2008,2
163500,1130,151,151,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2007,2
88000,205,97,54,1,3,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl",0,1,8,2009,2
240000,1130,161,161,2,3,1,7,"Gd","Gd","Mitchel","RL","1Fam","Lvl",1,1,4,2009,2
102000,560,140,97,0,4,1,5,"TA","TA","SWISU","RL","1Fam","Lvl",0,1,6,2006,2
135000,1981,118,65,1,4,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,8,2008,2
1e+05,915,151,0,0,4,2,5,"TA","TA","Edwards","RL","Duplex","Lvl",0,0,5,2010,2
165000,980,140,54,1,3,1,6,"TA","Gd","Crawfor","RL","1Fam","Lvl",1,1,8,2007,2
85000,667,97,97,1,2,1,5,"TA","TA","OldTown","RM","1Fam","Lvl",0,0,6,2009,1
119200,1087,97,97,1,2,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,11,2007,1
227000,775,151,75,2,3,1,8,"Gd","Gd","NWAmes","RL","1Fam","Lvl",0,1,11,2009,3
203000,1109,140,140,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,6,2009,2
187500,538,129,108,2,1,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl",1,1,8,2009,1
160000,1001,140,32,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,5,2007,3
213490,280,140,129,2,2,1,7,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl",1,1,4,2006,2
176000,657,108,108,2,2,1,4,"TA","Gd","Edwards","RL","1Fam","Lvl",0,1,6,2008,2
194000,689,108,108,2,2,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,7,2006,2
87000,872,118,86,1,2,1,5,"TA","TA","OldTown","RM","1Fam","Lvl",0,1,3,2007,1
191000,291,140,129,2,2,1,7,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl",1,1,5,2008,2
287000,1442,269,140,2,2,1,8,"Gd","Gd","Timber","RL","1Fam","Lvl",1,1,5,2008,2
112500,710,86,86,2,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,3,2007,1
167500,861,118,118,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,4,2010,1
293077,883,151,151,3,3,1,8,"Gd","Gd","Timber","RL","1Fam","HLS",1,1,4,2008,2
105000,883,129,75,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,4,2007,1
118000,151,108,65,1,3,1,6,"TA","TA","BrDale","RM","Twnhs","Lvl",0,1,5,2006,2
160000,657,183,65,0,5,2,5,"TA","TA","SWISU","RH","2fmCon","Lvl",0,1,7,2006,2
197000,1475,291,75,2,5,1,7,"TA","TA","SWISU","RL","1Fam","Lvl",1,1,8,2009,3
310000,1356,237,129,3,5,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,11,2006,3
230000,753,151,151,3,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,2,2006,2
119750,581,86,86,1,2,1,5,"TA","Fa","Crawfor","RL","1Fam","Bnk",1,1,6,2007,1
84000,1066,75,0,1,3,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",0,0,1,2009,1
315500,1195,151,151,3,2,1,9,"Gd","Ex","Timber","RL","1Fam","HLS",1,1,9,2009,2
287000,861,215,97,2,3,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,9,2008,3
97000,140,129,54,0,3,1,4,"TA","TA","MeadowV","RM","Twnhs","Lvl",1,1,5,2009,2
80000,140,54,54,1,1,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl",0,1,4,2009,1
155000,1216,172,108,2,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",1,1,1,2006,2
173000,850,151,75,2,4,1,6,"TA","Gd","NWAmes","RL","1Fam","Lvl",0,1,7,2008,2
196000,495,118,118,2,1,1,6,"Gd","Gd","NridgHt","RL","Twnhs","Lvl",1,1,8,2009,2
262280,1098,215,140,2,4,1,7,"TA","Gd","SawyerW","RL","1Fam","Lvl",1,1,5,2008,3
278000,893,237,237,2,4,1,8,"Gd","Gd","NWAmes","RL","1Fam","Lvl",1,1,7,2009,3
139600,1270,161,0,1,4,1,3,"TA","TA","Edwards","RL","1Fam","Lvl",1,1,6,2009,2
556581,1496,269,183,3,4,1,9,"Gd","Ex","StoneBr","RL","1Fam","Lvl",1,1,7,2006,4
145000,861,97,97,2,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,2,2008,1
115000,2024,161,0,2,3,1,5,"TA","TA","Mitchel","RL","1Fam","Lvl",1,1,11,2009,1
84900,1033,86,0,1,2,1,4,"TA","Gd","Edwards","RL","1Fam","Low",0,1,4,2010,1
176485,840,118,118,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","Lvl",0,1,8,2007,2
200141,1033,118,118,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,10,2007,2
165000,883,183,75,2,4,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,6,2007,2
144500,797,140,108,1,4,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",1,1,5,2010,1
255000,1055,183,97,2,3,1,8,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,11,2006,3
180000,1055,140,108,2,3,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,5,2008,2
185850,657,129,129,2,2,1,7,"Gd","Gd","NridgHt","RL","TwnhsE","Lvl",1,1,6,2006,2
248000,2788,172,86,2,3,1,7,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,1,2009,3
335000,1055,205,108,3,3,1,9,"Ex","Ex","NridgHt","RL","1Fam","Lvl",1,1,7,2009,3
220000,1044,183,75,2,3,1,6,"TA","TA","Crawfor","RL","1Fam","HLS",1,1,3,2007,2
213500,452,129,129,2,2,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl",0,1,4,2010,2
81000,1668,86,86,3,2,1,3,"Fa","TA","IDOTRR","C (all)","1Fam","Low",0,1,8,2008,1
90000,1259,215,65,2,5,2,5,"TA","TA","OldTown","RM","2fmCon","Lvl",0,0,9,2007,2
110500,560,97,97,2,2,1,6,"TA","Gd","OldTown","RM","1Fam","Lvl",1,1,7,2006,1
154000,1023,108,108,2,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,11,2009,2
328000,1302,215,118,2,3,1,7,"Gd","Gd","ClearCr","RL","1Fam","Lvl",0,1,4,2010,3
178000,732,151,75,2,3,1,6,"Gd","TA","Gilbert","RL","1Fam","Lvl",1,1,5,2009,3
167900,904,151,75,2,4,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2008,2
151400,366,237,86,2,5,1,6,"TA","TA","MeadowV","RM","TwnhsE","Lvl",1,1,6,2006,3
135000,893,86,75,2,2,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,5,2007,1
135000,947,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,6,2007,1
154000,1087,140,65,2,4,1,6,"TA","TA","NWAmes","RL","1Fam","Lvl",0,1,5,2009,2
91500,700,140,75,1,4,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",1,1,8,2006,1
159500,743,129,65,2,3,1,6,"TA","TA","Edwards","RL","1Fam","Bnk",0,1,7,2009,2
194000,797,118,118,3,2,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,5,2007,2
219500,1216,161,75,1,3,1,7,"TA","TA","Crawfor","RL","1Fam","Lvl",1,1,7,2007,2
170000,1001,140,75,2,3,1,5,"TA","Gd","OldTown","RL","1Fam","Lvl",1,1,4,2006,2
138800,1475,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,3,2006,1
155900,409,75,75,2,1,1,6,"Gd","Gd","CollgCr","RM","TwnhsE","Lvl",1,1,5,2006,1
126000,818,97,97,1,3,1,5,"TA","TA","CollgCr","RL","1Fam","Lvl",0,1,4,2007,1
145000,1023,118,118,2,3,1,6,"Gd","Gd","NWAmes","RL","1Fam","Lvl",0,1,10,2008,2
133000,700,97,97,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,6,2010,2
192000,818,140,140,2,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,9,2007,2
160000,818,118,118,1,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,3,2006,1
187500,1216,140,65,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,7,2006,3
147000,840,97,86,2,2,1,6,"TA","Gd","SawyerW","RL","1Fam","Lvl",0,1,4,2010,1
83500,183,97,54,1,3,1,4,"TA","TA","MeadowV","RM","TwnhsE","Lvl",0,1,5,2010,2
252000,980,183,97,3,3,1,8,"Gd","Gd","Somerst","FV","1Fam","Lvl",1,1,5,2009,3
137500,237,161,86,2,3,1,7,"Gd","Gd","Edwards","RM","Twnhs","Lvl",0,1,4,2006,2
197000,312,118,118,2,1,1,8,"Gd","Gd","Somerst","FV","TwnhsE","Lvl",1,1,4,2006,2
92900,797,97,0,2,2,2,3,"TA","TA","NAmes","RL","Duplex","Lvl",0,0,6,2009,2
160000,205,118,54,2,2,1,7,"Gd","Gd","Somerst","FV","Twnhs","Lvl",0,1,3,2008,3
136500,775,161,108,2,4,1,6,"TA","TA","SWISU","RL","1Fam","Bnk",1,1,6,2008,2
146000,861,108,75,2,1,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,10,2006,2
129000,549,86,86,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,5,2010,1
176432,861,118,118,2,3,1,6,"Gd","Gd","CollgCr","RL","1Fam","Lvl",1,1,3,2007,2
127000,635,129,65,0,3,1,6,"TA","Gd","IDOTRR","RM","1Fam","Lvl",0,1,3,2007,2
170000,344,97,97,2,2,1,8,"Gd","Gd","StoneBr","RL","TwnhsE","Lvl",0,1,10,2007,2
128000,560,118,65,1,3,1,4,"TA","TA","BrkSide","RM","1Fam","Lvl",0,1,7,2009,1
157000,1109,151,118,2,3,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,4,2009,2
60000,775,43,32,1,1,1,2,"TA","Fa","SWISU","RL","1Fam","Bnk",0,0,1,2009,1
119500,904,86,86,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2007,1
135000,646,108,97,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,4,2007,1
159500,829,108,65,2,3,1,6,"TA","TA","NAmes","RL","1Fam","Lvl",1,1,7,2006,1
106000,183,118,54,2,3,1,5,"TA","TA","BrDale","RM","TwnhsE","Lvl",0,1,4,2007,3
325000,1141,248,140,2,3,1,8,"Gd","Gd","NoRidge","RL","1Fam","Lvl",1,1,4,2010,3
179900,958,129,86,2,3,1,7,"Gd","Gd","SawyerW","RL","1Fam","Lvl",1,1,5,2007,2
274725,2164,183,86,2,3,1,7,"Gd","Gd","Gilbert","RL","1Fam","HLS",1,1,9,2006,3
181000,753,161,86,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,11,2007,3
280000,1055,172,172,3,3,1,8,"Gd","Gd","NridgHt","RL","1Fam","Lvl",1,1,3,2009,2
188000,743,151,75,2,3,1,6,"TA","TA","Gilbert","RL","1Fam","Lvl",1,1,6,2008,3
205000,969,183,75,2,4,1,7,"TA","TA","NWAmes","RL","1Fam","Lvl",1,1,9,2008,3
129900,657,75,75,1,2,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2006,1
134500,829,97,97,1,2,1,5,"TA","Gd","NAmes","RL","1Fam","Lvl",0,1,5,2007,1
117000,506,75,75,1,2,1,5,"TA","Gd","OldTown","RL","1Fam","Lvl",0,1,8,2006,1
318000,1119,161,161,3,3,1,8,"Gd","Ex","NridgHt","RL","1Fam","Lvl",1,1,11,2007,2
184100,721,129,43,2,3,1,8,"Gd","Gd","Gilbert","RL","1Fam","Lvl",1,1,3,2009,3
130000,904,86,86,2,3,1,5,"TA","Gd","Sawyer","RL","1Fam","Lvl",0,1,5,2008,1
140000,1281,151,54,1,3,1,5,"TA","TA","Sawyer","RL","1Fam","Lvl",0,1,12,2008,1
133700,700,97,97,1,3,1,5,"TA","TA","NAmes","RL","1Fam","Lvl",0,1,7,2006,1
118400,764,97,97,1,2,1,6,"TA","TA","IDOTRR","RM","1Fam","Bnk",1,1,5,2007,1
212900,936,140,140,3,3,1,7,"Gd","Gd","CollgCr","RL","1Fam","Lvl",0,1,7,2006,2
112000,829,86,65,1,3,1,4,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,10,2009,1
118000,872,65,65,0,2,1,5,"TA","TA","Edwards","RL","1Fam","Lvl",0,1,6,2009,1
163900,850,140,32,2,3,1,7,"TA","Gd","Gilbert","RL","1Fam","Lvl",1,1,7,2007,3
115000,969,97,97,2,2,1,4,"TA","Fa","NAmes","RL","1Fam","Lvl",1,1,11,2009,1
174000,344,140,129,2,2,1,7,"Gd","Gd","Blmngtn","RL","TwnhsE","Lvl",1,1,6,2009,2
